textbox1,CustomerNum,stmt_freq,acct_type,dlvr_cd,trip_days,install_dt,acct_avg_volume,dlvr_name,stop_min,AverageMaintenanceRevenue,dlvr_addr,CalculationName,envrn_chrg_pct,AverageReplacementRevenue,dlvr_city,upchrg_dscnt,AverageDirectSales,empl_num,item_num,item_desc,size_misc,identity,identity2,reg_invty_qty,spec_invty_qty,unit_price,price_chng_dt,flat_rate_min,dlvr_freq,avg_delivery,item_avg_volume
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,1640000,APRON-BIB-POLY-BLACK,na, ,,40,0,0.194,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,11100000,GRILL-PAD,15X20, ,,15,0,0.151,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,11100000,GRILL-PAD,15X20, ,,15,0,0.151,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,80,0,0.13,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,100,0,0.13,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,11720000,Towel-Kitchen,, ,,100,0,0.086,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,11720000,Towel-Kitchen,, ,,125,0,0.086,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,2,0,0.54,2/13/2025,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,2,0,0.54,2/13/2025,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,70742400,WET MOP-LARGE,LRG, ,,3,0,1.08,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,74000406,Mat-Graphic-4x6,, ,,1,0,3.888,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,74000406,Mat-Graphic-4x6,, ,,2,0,3.888,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,76080304,MAT-NY/RB-OX GRY-3X4,3'X4', ,,1,0,2.16,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,76080304,MAT-NY/RB-OX GRY-3X4,3'X4', ,,1,0,2.16,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,1,0,3.24,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,1,0,3.24,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,1,0,2.592,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,1,0,2.592,3/26/2021,100%,7017,0,0
Plant 2502,306464,09L,TIE,WKLY,.T.....,3/25/2021,$50.63 ,Lumberjacks Restaurant,$0.00 ,7.69,2795 Main Street,IM: Quantity Delivered,0.00%,4.75,"Susanville, CA",17.00%,143.55,0,87399023,MOP-WET-TUBE-MF-BL-L,L, ,,3,0,1.08,6/12/2024,100%,7017,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,1640000,APRON-BIB-POLY-BLACK,na, ,,20,0,0.31,12/23/2024,100%,7017,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,10250000,1STAID CAB SVC MED,MEDIUM, ,,1,0,9.95,1/21/2023,100%,7017,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,11100000,GRILL-PAD,15X20, ,,25,0,0.182,12/23/2024,100%,7017,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,50,0,0.182,12/23/2024,100%,7017,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,2,0,0.5,2/17/2025,100%,7017,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,56105272,TC-SIG-BLACK 52X72,52X72, ,,15,0,0.73,12/23/2024,100%,7017,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,70622400,Dust Mop-24 Untreate,      , ,,1,0,1.52,12/23/2024,100%,7017,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,1,0,6.66,12/23/2024,100%,7017,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,1,0,4.84,12/23/2024,100%,7017,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,80330000,HARDWOUND VWHT 8X800,na, ,,1,0,58.08,12/23/2024,0,7027,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,80400000,JUMBO BTH TISS 12/CS,na, ,,1,0,53.78,12/23/2024,0,7027,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,82690000,FM-ANTIBAC FOAM SOAP,na, ,,1,0,43.11,12/23/2024,0,7027,0,0
Plant 2502,311673,33L,TIE,WKLY,....F..,4/1/2022,$53.60 ,Luna Restaurant,$20.00 ,9.57,2914 Churn Creek Road,IM: Quantity Delivered,12.00%,0,"Redding, CA",20.00%,9.95,0,87399023,MOP-WET-TUBE-MF-BL-L,L, ,,2,0,1.52,12/23/2024,100%,7017,0,0
Plant 2502,308043,09C,TIE,WKLY,.T.....,7/8/2021,$35.56 ,Main St Lube,$20.00 ,8.18,1719 Main Street,IM: Quantity Delivered,8.00%,3.06,"Susanville, CA",25.00%,16.98,0,12240000,Towel-Shop-Dyed,, ,,150,0,0.09,12/23/2024,100%,7017,0,0
Plant 2502,308043,09C,TIE,WKLY,.T.....,7/8/2021,$35.56 ,Main St Lube,$20.00 ,8.18,1719 Main Street,IM: Quantity Delivered,8.00%,3.06,"Susanville, CA",25.00%,16.98,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,1,0,0.5,2/14/2025,100%,7017,0,0
Plant 2502,308043,09C,TIE,WKLY,.T.....,7/8/2021,$35.56 ,Main St Lube,$20.00 ,8.18,1719 Main Street,IM: Quantity Delivered,8.00%,3.06,"Susanville, CA",25.00%,16.98,0,81342433,CANLNER-10-15G-24X33,na, ,,1,0,48.4,12/23/2024,0,7027,0,0
Plant 2502,308043,09C,TIE,WKLY,.T.....,7/8/2021,$35.56 ,Main St Lube,$20.00 ,8.18,1719 Main Street,IM: Quantity Delivered,8.00%,3.06,"Susanville, CA",25.00%,16.98,0,97210406,Logo Mat         Cog,      , ,,1,0,7.15,12/23/2024,,7027,0,0
Plant 2502,308043,09C,TIE,WKLY,.T.....,7/8/2021,$35.56 ,Main St Lube,$20.00 ,8.18,1719 Main Street,IM: Quantity Delivered,8.00%,3.06,"Susanville, CA",25.00%,16.98,1,21323430,Pant-Ind-Ch-Durakap,3430,CHRIS CHRIS,,11,0,0.39,12/23/2024,100%,7017,0,0
Plant 2502,308043,09C,TIE,WKLY,.T.....,7/8/2021,$35.56 ,Main St Lube,$20.00 ,8.18,1719 Main Street,IM: Quantity Delivered,8.00%,3.06,"Susanville, CA",25.00%,16.98,1,38692000,SHT SS OILBLOK BK/CH,M,CHRIS CHRIS,,11,0,0.46,12/23/2024,100%,7017,0,0
Plant 2502,308043,09C,TIE,WKLY,.T.....,7/8/2021,$35.56 ,Main St Lube,$20.00 ,8.18,1719 Main Street,IM: Quantity Delivered,8.00%,3.06,"Susanville, CA",25.00%,16.98,3,21393832,Pant-Ind-Blk-Durakap,38X32,JUAN JUAN,,11,0,0.39,2/12/2025,100%,7017,0,0
Plant 2502,308043,09C,TIE,WKLY,.T.....,7/8/2021,$35.56 ,Main St Lube,$20.00 ,8.18,1719 Main Street,IM: Quantity Delivered,8.00%,3.06,"Susanville, CA",25.00%,16.98,3,38694000,SHT SS OILBLOK BK/CH,XL,JUAN JUAN,,11,0,0.46,12/23/2024,100%,7017,0,0
Plant 2502,308043,09C,TIE,WKLY,.T.....,7/8/2021,$35.56 ,Main St Lube,$20.00 ,8.18,1719 Main Street,IM: Quantity Delivered,8.00%,3.06,"Susanville, CA",25.00%,16.98,4,38695000,SHT SS OILBLOK BK/CH,XXL,JR JR,,5,0,0,5/21/2025,100%,7017,0,0
Plant 2502,305867,75L,TIE,WKLY,.T.....,2/18/2021,$20.50 ,Main St. Deli,$0.00 ,3.74,2130 South Main Street Suite A,IM: Quantity Delivered,8.00%,3.44,"Red Bluff, CA",20.00%,31,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,40,0,0.121,12/23/2024,100%,7017,0,0
Plant 2502,305867,75L,TIE,WKLY,.T.....,2/18/2021,$20.50 ,Main St. Deli,$0.00 ,3.74,2130 South Main Street Suite A,IM: Quantity Delivered,8.00%,3.44,"Red Bluff, CA",20.00%,31,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,1,0,0.5,2/13/2025,100%,7017,0,0
Plant 2502,305867,75L,TIE,WKLY,.T.....,2/18/2021,$20.50 ,Main St. Deli,$0.00 ,3.74,2130 South Main Street Suite A,IM: Quantity Delivered,8.00%,3.44,"Red Bluff, CA",20.00%,31,0,74000406,Mat-Graphic-4x6,, ,,2,0,7.33,12/23/2024,50%,7017,0,0
Plant 2502,305867,75L,TIE,WKLY,.T.....,2/18/2021,$20.50 ,Main St. Deli,$0.00 ,3.74,2130 South Main Street Suite A,IM: Quantity Delivered,8.00%,3.44,"Red Bluff, CA",20.00%,31,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,1,0,4.95,12/23/2024,100%,7017,0,0
Plant 2502,305867,75L,TIE,WKLY,.T.....,2/18/2021,$20.50 ,Main St. Deli,$0.00 ,3.74,2130 South Main Street Suite A,IM: Quantity Delivered,8.00%,3.44,"Red Bluff, CA",20.00%,31,0,80370000,MUTIFOLD WHT 4000 CS,na, ,,1,0,42.09,12/23/2024,0,7027,0,0
Plant 2502,305867,75L,TIE,WKLY,.T.....,2/18/2021,$20.50 ,Main St. Deli,$0.00 ,3.74,2130 South Main Street Suite A,IM: Quantity Delivered,8.00%,3.44,"Red Bluff, CA",20.00%,31,0,80400000,JUMBO BTH TISS 12/CS,na, ,,1,0,62.74,12/23/2024,0,7027,0,0
Plant 2502,305867,75L,TIE,WKLY,.T.....,2/18/2021,$20.50 ,Main St. Deli,$0.00 ,3.74,2130 South Main Street Suite A,IM: Quantity Delivered,8.00%,3.44,"Red Bluff, CA",20.00%,31,0,80580001,R3 ECO REFL MANGO EA,, ,,1,0,2.2,12/23/2024,100%,7017,0,0
Plant 2502,305867,75L,TIE,WKLY,.T.....,2/18/2021,$20.50 ,Main St. Deli,$0.00 ,3.74,2130 South Main Street Suite A,IM: Quantity Delivered,8.00%,3.44,"Red Bluff, CA",20.00%,31,0,82690000,FM-ANTIBAC FOAM SOAP,na, ,,1,0,42.68,12/23/2024,0,7027,0,0
Plant 2502,305867,75L,TIE,WKLY,.T.....,2/18/2021,$20.50 ,Main St. Deli,$0.00 ,3.74,2130 South Main Street Suite A,IM: Quantity Delivered,8.00%,3.44,"Red Bluff, CA",20.00%,31,0,87399023,MOP-WET-TUBE-MF-BL-L,L, ,,1,0,1.1,12/23/2024,100%,7017,0,0
Plant 2502,320866,75L,IND,WKLY,.T.....,5/21/2024,$30.72 ,Main Street Deli,$0.00 ,5.65,20645 Gas Point Road,IM: Quantity Delivered,8.00%,2.5,"Cottonwood, CA",20.00%,75.4,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,60,0,0.121,12/23/2024,100%,7017,0,0
Plant 2502,320866,75L,IND,WKLY,.T.....,5/21/2024,$30.72 ,Main Street Deli,$0.00 ,5.65,20645 Gas Point Road,IM: Quantity Delivered,8.00%,2.5,"Cottonwood, CA",20.00%,75.4,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,1,0,0.5,2/19/2025,100%,7017,0,0
Plant 2502,320866,75L,IND,WKLY,.T.....,5/21/2024,$30.72 ,Main Street Deli,$0.00 ,5.65,20645 Gas Point Road,IM: Quantity Delivered,8.00%,2.5,"Cottonwood, CA",20.00%,75.4,0,70623600,Dust Mop-36 Untreate,mop     , ,,1,0,2.2,12/23/2024,100%,7017,0,0
Plant 2502,320866,75L,IND,WKLY,.T.....,5/21/2024,$30.72 ,Main Street Deli,$0.00 ,5.65,20645 Gas Point Road,IM: Quantity Delivered,8.00%,2.5,"Cottonwood, CA",20.00%,75.4,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,1,0,4.95,12/23/2024,100%,7017,0,0
Plant 2502,320866,75L,IND,WKLY,.T.....,5/21/2024,$30.72 ,Main Street Deli,$0.00 ,5.65,20645 Gas Point Road,IM: Quantity Delivered,8.00%,2.5,"Cottonwood, CA",20.00%,75.4,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,3,0,4.13,12/23/2024,100%,7017,0,0
Plant 2502,320866,75L,IND,WKLY,.T.....,5/21/2024,$30.72 ,Main Street Deli,$0.00 ,5.65,20645 Gas Point Road,IM: Quantity Delivered,8.00%,2.5,"Cottonwood, CA",20.00%,75.4,0,80580001,R3 ECO REFL MANGO EA,, ,,2,0,2.2,12/23/2024,100%,7017,0,0
Plant 2502,320866,75L,IND,WKLY,.T.....,5/21/2024,$30.72 ,Main Street Deli,$0.00 ,5.65,20645 Gas Point Road,IM: Quantity Delivered,8.00%,2.5,"Cottonwood, CA",20.00%,75.4,0,82690000,FM-ANTIBAC FOAM SOAP,na, ,,1,0,38.22,12/23/2024,0,7027,0,0
Plant 2502,320866,75L,IND,WKLY,.T.....,5/21/2024,$30.72 ,Main Street Deli,$0.00 ,5.65,20645 Gas Point Road,IM: Quantity Delivered,8.00%,2.5,"Cottonwood, CA",20.00%,75.4,0,87399023,MOP-WET-TUBE-MF-BL-L,L, ,,2,0,1.1,12/23/2024,100%,7017,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,2410000,APRN-BISTRO-SPUN-BLK,30X36, ,,5,0,0.35,2/4/2025,100%,8047,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,10260000,1STAID CAB SVC LRG,LARGE, ,,1,0,14.95,2/4/2025,100%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,11100000,GRILL-PAD,15X20, ,,5,0,0.2,2/4/2025,100%,8047,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,100,0,0.18,2/4/2025,100%,8047,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,4,0,0.5,2/13/2025,100%,8047,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,56102020,NAPKIN-BLK SPUN POLY,20X20, ,,500,0,0.09,2/4/2025,100%,8047,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,56105212,Cl-Caravel-Blk-52120,52X120, ,,5,0,1.75,2/4/2025,100%,8047,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,76000000,Mat-Custom-Logo     ,      , ,,1,0,7,2/4/2025,100%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,1,0,6.5,2/4/2025,100%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,1,0,5.5,2/4/2025,100%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,80500001,URNL SC MIS MANGO EA,na, ,,2,0,1.25,2/4/2025,100%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,80540001,BWL CLP MIS MANGO EA,, ,,1,0,1.25,2/4/2025,100%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,80580001,R3 ECO REFL MANGO EA,, ,,2,0,2,2/4/2025,100%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,0,87399023,MOP-WET-TUBE-MF-BL-L,L, ,,2,0,1.5,2/4/2025,100%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,10,22984000,CT CHEF WK BLK CV XL,XL,WES WES,,6,0,1,2/4/2025,50%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,10,30234000,Sh-Sp24-Dc-Black-Ss,XL,WES WES,,11,0,0.75,2/4/2025,50%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,15,22984000,CT CHEF WK BLK CV XL,XL,KELLY KELLY,,6,0,1,2/4/2025,50%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,15,30234000,Sh-Sp24-Dc-Black-Ss,XL,KELLY KELLY,,5,0,0.75,2/4/2025,50%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,18,22981000,CT CHEF WK BLK CV SM,S,SMALL SMALL,,22,0,1,2/4/2025,50%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,19,22982000,CT CHEF WK BLK CV MD,MED,MED MED,,33,0,1,2/4/2025,50%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,25,22983000,CT CHEF WK CV BLK LG,LG,LARGE LARGE,,44,0,1,2/4/2025,50%,7417,0,0
Plant 2502,300115,12L,TIE,MULT,M..H...,2/27/2020,$244.97 ,Market Street,$0.00 ,48.51,1777 Market Street,IM: Quantity Delivered,10.00%,1.54,"Redding, CA",22.00%,45.7,30,22984000,CT CHEF WK BLK CV XL,XL,XL XL,,55,0,1,2/4/2025,50%,7417,0,0
Plant 2502,263775,12L,TIE,WKLY,...H...,1/30/2014,$0.00 ,Market Street  - D/S,$0.00 ,0,1777 Market Street,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,143.23,0,80330000,HARDWOUND VWHT 8X800,na, ,,1,0,45.5,3/23/2023,0,7027,0.5,0
Plant 2502,263775,12L,TIE,WKLY,...H...,1/30/2014,$0.00 ,Market Street  - D/S,$0.00 ,0,1777 Market Street,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,143.23,0,80400000,JUMBO BTH TISS 12/CS,na, ,,1,0,48.89,3/14/2024,0,7027,0,0
Plant 2502,263775,12L,TIE,WKLY,...H...,1/30/2014,$0.00 ,Market Street  - D/S,$0.00 ,0,1777 Market Street,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,143.23,0,81214301,FOAMFRESH 1000ML EA,na, ,,1,0,12.95,12/24/2021,0,7027,0,0
Plant 2502,263775,12L,TIE,WKLY,...H...,1/30/2014,$0.00 ,Market Street  - D/S,$0.00 ,0,1777 Market Street,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,143.23,0,81218007,DUO 1000 DISPENSER,na, ,,2,0,0,12/24/2021,100%,7017,0,0
Plant 2502,263775,12L,TIE,WKLY,...H...,1/30/2014,$0.00 ,Market Street  - D/S,$0.00 ,0,1777 Market Street,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,143.23,0,81384046,CANLNER-45G-40X46 BL,na, ,,0,0,35,3/14/2024,0,7027,0,0
